#Selection name: Selection 1
#Area (µm^2): 30942047.62
Cell ID,Cluster,Transcripts,Area (µm^2)
abojmemc-1,Cluster 15,0,180.63
ejgldanh-1,Cluster 5,0,84.44
hlpajkid-1,Cluster 6,0,110.77
alecnhih-1,Cluster 7,0,196.16
aledpfcc-1,Cluster 15,0,182.16
alecokmf-1,Cluster 7,0,166.67
alhbegid-1,Cluster 15,0,184.01
alhcdjni-1,Cluster 7,0,135.06
giniljpl-1,Cluster 6,0,73.02
alhbakic-1,Cluster 7,0,152.72
gioepode-1,Cluster 13,0,31.07
aleakmci-1,Cluster 15,0,237.07
gioddjon-1,Cluster 4,0,76.13
giofkaja-1,Cluster 7,0,81.87
hlonjmap-1,Cluster 8,0,163.96
ginkecpc-1,Cluster 22,0,83.36
gioejpkd-1,Cluster 7,0,188.71
ginilmhe-1,Cluster 5,0,47.96
hlonopdm-1,Cluster 8,0,104.72
gioafhjn-1,Cluster 6,0,77.31
ginkbika-1,Cluster 10,0,57.53
ginmopab-1,Cluster 6,0,88.69
ginppjhj-1,Cluster 6,0,75.41
gioehbpn-1,Cluster 8,0,33.19
ginimneo-1,Cluster 6,0,93.25
ginjebdo-1,Cluster 5,0,35.27
ginmcmbb-1,Cluster 8,0,50.89
ginmjffc-1,Cluster 5,0,47.59
hlooagki-1,Cluster 6,0,92.30
giodklll-1,Cluster 6,0,58.25
alebgehl-1,Cluster 15,0,173.85
hlomdfba-1,Cluster 8,0,97.85
hloogbkf-1,Cluster 23,0,65.97
aleamphk-1,Cluster 7,0,53.92
alhagbfi-1,Cluster 15,0,190.79
algphaai-1,Cluster 15,0,193.68
giofkfgn-1,Cluster 5,0,24.25
hlopopbm-1,Cluster 5,0,78.84
hloplbho-1,Cluster 34,0,81.15
hlomnloj-1,Cluster 4,0,46.47
giogbakg-1,Cluster 7,0,65.61
alhcgeom-1,Cluster 7,0,140.03
eimpighf-1,Cluster 6,0,111.90
aleaikkm-1,Cluster 15,0,169.02
aleailjo-1,Cluster 15,0,162.47
hlpcjoik-1,Cluster 6,0,75.64
eimnfpoa-1,Cluster 8,0,49.22
algnoihf-1,Cluster 15,0,210.83
eimmhofd-1,Cluster 8,0,38.88
eimmlaok-1,Cluster 31,0,89.00
ejginehl-1,Cluster 10,0,53.87
ejgjeeia-1,Cluster 13,0,25.29
eimoflhc-1,Cluster 5,0,65.48
alcplbod-1,Cluster 15,0,138.18
ejghmnfl-1,Cluster 5,0,51.07
eimpeojm-1,Cluster 7,0,60.24
eimnempo-1,Cluster 15,0,223.61
ejgkagfk-1,Cluster 7,0,75.50
gioddhdd-1,Cluster 7,0,67.55
ejgkakdi-1,Cluster 7,0,72.16
alhgengk-1,Cluster 7,0,171.14
gioclpnn-1,Cluster 7,0,79.97
aleadpam-1,Cluster 15,0,125.04
aldahnhp-1,Cluster 7,0,138.40
ejgjmjla-1,Cluster 15,0,124.00
aldonbmc-1,Cluster 7,0,91.04
aldokhke-1,Cluster 15,0,146.71
hlpdbnkm-1,Cluster 10,0,48.14
hlpcghii-1,Cluster 8,0,81.87
alhgofci-1,Cluster 7,0,208.03
alcpgekj-1,Cluster 7,0,89.27
aldbedcn-1,Cluster 7,0,211.47
alecembl-1,Cluster 7,0,101.96
hlpddppc-1,Cluster 10,0,30.30
giocmjhn-1,Cluster 13,0,10.43
alecfpdc-1,Cluster 7,0,21.99
aledkaob-1,Cluster 7,0,33.69
alheehkh-1,Cluster 7,0,126.12
hlpenkeh-1,Cluster 8,0,20.55
hlmmflmb-1,Cluster 30,0,67.92
aknjnapg-1,Cluster 7,0,180.49
hlmnjcgj-1,Cluster 14,0,46.19
hlodjpdm-1,Cluster 30,0,52.38
hlnpcljh-1,Cluster 23,0,95.28
hlopkolk-1,Cluster 15,0,251.88
hlmondmh-1,Cluster 8,0,100.83
hloeiijm-1,Cluster 8,0,98.49
hlmopikk-1,Cluster 8,0,101.47
hlmngojm-1,Cluster 30,0,89.64
hloamono-1,Cluster 8,0,65.66
hlodcjml-1,Cluster 6,0,64.21
hlnomfib-1,Cluster 23,0,98.35
hlnolfcl-1,Cluster 10,0,61.82
hlnphhhh-1,Cluster 7,0,111.04
hlocckba-1,Cluster 30,0,66.92
hlocpldf-1,Cluster 8,0,133.53
hlodcmnp-1,Cluster 8,0,175.30
hlpafeej-1,Cluster 23,0,100.56
hlnniend-1,Cluster 30,0,93.88
hlmnoiii-1,Cluster 36,0,20.82
hloefifb-1,Cluster 5,0,49.49
hlogmodd-1,Cluster 8,0,73.92
hloecgca-1,Cluster 14,0,54.01
hlohicac-1,Cluster 13,0,15.67
hloonpgi-1,Cluster 23,0,66.83
hlohmpnh-1,Cluster 14,0,25.29
akncngjl-1,Cluster 7,0,80.92
akneckgc-1,Cluster 7,0,190.65
akneemld-1,Cluster 7,0,129.10
aldldooa-1,Cluster 15,0,189.75
aldcddgf-1,Cluster 7,0,134.70
aldldmhe-1,Cluster 22,0,41.54
hlobdgbh-1,Cluster 5,0,96.54
akncmgnl-1,Cluster 15,0,175.48
hlonafhg-1,Cluster 4,0,32.74
aknggfdd-1,Cluster 7,0,229.17
ejefokhp-1,Cluster 8,0,46.96
ejfenodc-1,Cluster 8,0,67.06
ejfckcdp-1,Cluster 6,0,89.36
aldccmff-1,Cluster 15,0,144.68
ejffdcpj-1,Cluster 6,0,100.83
ejgkilil-1,Cluster 6,0,96.18
ejgjepgg-1,Cluster 10,0,39.69
ejffbmpe-1,Cluster 8,0,130.00
ejfhabel-1,Cluster 6,0,112.12
ejgjmcnh-1,Cluster 6,0,75.50
ejegjhjm-1,Cluster 5,0,68.19
ejgjmafc-1,Cluster 25,0,12.60
ejfaabin-1,Cluster 15,0,211.11
ejepeapi-1,Cluster 29,0,99.30
ejejdkai-1,Cluster 8,0,77.44
ejfabakp-1,Cluster 5,0,42.94
ejejiiln-1,Cluster 14,0,30.98
ejfbbmic-1,Cluster 8,0,116.95
ejfgajfh-1,Cluster 31,0,96.41
ejejcopk-1,Cluster 5,0,40.51
hlpglekd-1,Cluster 23,0,141.07
hlphehpi-1,Cluster 7,0,174.71
hlpgcljf-1,Cluster 7,0,117.41
ejfhdbii-1,Cluster 7,0,78.17
hlpajeli-1,Cluster 13,0,73.56
hlpbhbkf-1,Cluster 10,0,32.69
aleacmlk-1,Cluster 15,0,153.17
ejfbflji-1,Cluster 6,0,82.95
ejfacbao-1,Cluster 10,0,37.52
aknkagnb-1,Cluster 15,0,222.94
hlpfonpk-1,Cluster 6,0,122.96
ejfbbcgl-1,Cluster 7,0,91.58
ejgjjbil-1,Cluster 4,0,28.81
ejfbddpe-1,Cluster 7,0,152.90
hlpdkfnh-1,Cluster 6,0,74.82
hlpfglaf-1,Cluster 6,0,82.91
hlpeliol-1,Cluster 23,0,91.08
ejhebcef-1,Cluster 7,0,92.34
ejhcmmna-1,Cluster 8,0,63.58
abpbjgld-1,Cluster 15,0,213.54
abpanjpi-1,Cluster 15,0,183.33
ejhcempa-1,Cluster 8,0,82.27
ejgmafmj-1,Cluster 10,0,42.40
ejhchcla-1,Cluster 29,0,91.26
ejgmdmkh-1,Cluster 29,0,61.01
ejhbfbgf-1,Cluster 8,0,78.17
abpbjepj-1,Cluster 7,0,225.74
ejgmhkil-1,Cluster 22,0,21.09
ejhadpjh-1,Cluster 8,0,56.85
alcomdoo-1,Cluster 7,0,178.86
eimjdpmf-1,Cluster 8,0,114.61
ejgmjkhc-1,Cluster 8,0,100.88
abodkcel-1,Cluster 7,0,264.25
abpbfgof-1,Cluster 15,0,210.07
ejgmnema-1,Cluster 8,0,104.27
ejgmlgjo-1,Cluster 8,0,64.93
eimlbkhf-1,Cluster 13,0,72.25
ejglonpp-1,Cluster 29,0,70.53
ejglegln-1,Cluster 14,0,78.03
abpaodlk-1,Cluster 7,0,154.98
aboccijl-1,Cluster 7,0,54.28
eimjfcmm-1,Cluster 7,0,56.72
abobpldk-1,Cluster 7,0,102.60
ejgpncof-1,Cluster 7,0,265.43
eimlbmnh-1,Cluster 22,0,48.18
ejgpoena-1,Cluster 25,0,46.69
ejgpfaha-1,Cluster 4,0,60.69
ejgndbah-1,Cluster 5,0,42.90
ejgnklia-1,Cluster 7,0,83.81
eimkddbe-1,Cluster 5,0,44.57
ejghgndo-1,Cluster 4,0,44.43
ejgijjbm-1,Cluster 4,0,47.73
alcpcdhc-1,Cluster 15,0,135.42
eimmmadp-1,Cluster 8,0,72.16
eimmpemo-1,Cluster 8,0,122.51
eimifcgc-1,Cluster 14,0,28.40
ejhepnib-1,Cluster 7,0,116.64
ejlfcoco-1,Cluster 6,0,79.97
ejflmbdi-1,Cluster 29,0,78.30
abpifloc-1,Cluster 7,0,133.26
abpeffnm-1,Cluster 15,0,284.94
ejfllmej-1,Cluster 29,0,100.65
einifbfb-1,Cluster 8,0,53.06
abpmmlpa-1,Cluster 7,0,200.31
einiflbk-1,Cluster 6,0,77.76
abpmccag-1,Cluster 7,0,215.98
ejheelba-1,Cluster 4,0,49.04
abpcnkib-1,Cluster 15,0,255.31
einfngma-1,Cluster 4,0,55.86
einiafma-1,Cluster 8,0,70.40
abpcphjn-1,Cluster 15,0,251.25
ejhbjbbg-1,Cluster 5,0,47.19
ejhcdlgb-1,Cluster 10,0,79.88
ejhcpjnp-1,Cluster 14,0,34.32
ejhdbjhi-1,Cluster 8,0,24.52
einigjfe-1,Cluster 13,0,111.13
ejggpnhb-1,Cluster 19,0,52.83
ejgeallf-1,Cluster 7,0,140.12
ognofjdc-1,Cluster 25,0,10.25
abpkdjic-1,Cluster 7,0,209.43
ejghgbpc-1,Cluster 8,0,58.25
abpdieoo-1,Cluster 7,0,78.75
abpafohd-1,Cluster 15,0,153.31
abpjfbig-1,Cluster 15,0,142.83
ejghbaan-1,Cluster 6,0,93.88
abpamieb-1,Cluster 7,0,185.19
ejgfhkbb-1,Cluster 6,0,66.24
abpagoma-1,Cluster 7,0,161.61
ejghbcak-1,Cluster 6,0,144.77
ejgffpid-1,Cluster 8,0,59.43
ejhdpnbf-1,Cluster 5,0,43.94
ejhefcpp-1,Cluster 5,0,45.38
ejhdpfmf-1,Cluster 29,0,53.78
ejfklfmg-1,Cluster 14,0,14.90
akllljik-1,Cluster 19,0,31.84
ejgaejlk-1,Cluster 5,0,34.95
akllbpbd-1,Cluster 7,0,99.12
aldccibm-1,Cluster 15,0,226.68
aklkighi-1,Cluster 15,0,186.59
ejfdhdki-1,Cluster 8,0,60.42
aklknljd-1,Cluster 15,0,249.99
ejfeaimh-1,Cluster 8,0,67.51
ejfebakg-1,Cluster 8,0,71.57
ejfboggk-1,Cluster 8,0,171.59
abphecnc-1,Cluster 2,0,199.64
abphfgen-1,Cluster 7,0,119.26
ejdhjblj-1,Cluster 4,0,66.61
ejfhgcal-1,Cluster 7,0,116.73
ejfpcono-1,Cluster 19,0,36.67
akllkhkg-1,Cluster 15,0,143.33
ejfhjije-1,Cluster 15,0,112.62
ejecklcm-1,Cluster 14,0,27.14
ejglkgph-1,Cluster 4,0,56.31
ejdgdkfk-1,Cluster 10,0,31.97
aldaflnk-1,Cluster 15,0,131.18
abpgimih-1,Cluster 7,0,105.21
ejecbigp-1,Cluster 14,0,18.83
ejeeaafh-1,Cluster 6,0,89.64
ejfhgpnd-1,Cluster 10,0,17.70
ejegpabf-1,Cluster 8,0,72.66
abphpbhb-1,Cluster 15,0,181.80
ejedcbml-1,Cluster 6,0,100.56
ejedpkga-1,Cluster 5,0,43.35
ejfgkkkn-1,Cluster 34,0,53.78
abphpkoj-1,Cluster 7,0,90.85
ejeehenf-1,Cluster 14,0,45.16
ejgnnlgh-1,Cluster 31,0,85.12
ejgoadin-1,Cluster 7,0,121.65
aklmdolf-1,Cluster 15,0,205.87
ejegmige-1,Cluster 8,0,85.44
aklkfaep-1,Cluster 15,0,152.67
ejgciakd-1,Cluster 7,0,42.85
ejimcnll-1,Cluster 29,0,88.33
ejimbhlb-1,Cluster 29,0,58.21
aklnjmjd-1,Cluster 7,0,123.28
abppogbo-1,Cluster 7,0,174.71
ejinmgod-1,Cluster 22,0,97.58
abpokofa-1,Cluster 15,0,89.00
ejfklbgb-1,Cluster 29,0,89.82
abpnlaej-1,Cluster 15,0,150.51
akloblgb-1,Cluster 2,0,127.57
ejfkgbmg-1,Cluster 6,0,79.88
ejfjhfkk-1,Cluster 7,0,73.56
ejfkfnhf-1,Cluster 8,0,56.36
ejfmbnhp-1,Cluster 22,0,63.76
ejfmpbjh-1,Cluster 22,0,48.72
ejdghfed-1,Cluster 8,0,54.01
ejfiecaf-1,Cluster 8,0,67.96
ejfiiaki-1,Cluster 29,0,95.87
abppbekp-1,Cluster 15,0,220.41
ejdhhljg-1,Cluster 8,0,23.30
ejgchjhc-1,Cluster 29,0,74.15
abpnlicp-1,Cluster 3,0,87.87
ejfljmpi-1,Cluster 8,0,57.80
ejgafdlo-1,Cluster 14,0,43.35
ejfpkgck-1,Cluster 8,0,48.45
ejgcfpjl-1,Cluster 8,0,62.72
acaalphc-1,Cluster 29,0,63.22
ejfkegkn-1,Cluster 14,0,16.66
aklnobih-1,Cluster 2,0,139.40
ejfleocg-1,Cluster 8,0,75.50
ejgaiolm-1,Cluster 14,0,9.62
aklkpgif-1,Cluster 2,0,184.42
ejgcbncc-1,Cluster 10,0,21.09
ejfnhage-1,Cluster 8,0,92.43
ejflgeil-1,Cluster 8,0,50.94
ejgafklh-1,Cluster 5,0,27.23
abnkjmpl-1,Cluster 15,0,186.22
ehmabgji-1,Cluster 6,0,70.90
ehmkclfl-1,Cluster 8,0,29.49
ejjpjala-1,Cluster 7,0,165.00
ejjopmdd-1,Cluster 8,0,102.28
acdchcfa-1,Cluster 15,0,198.64
ejjopbbk-1,Cluster 25,0,52.16
ejjiihnb-1,Cluster 25,0,57.39
acdcmpdg-1,Cluster 15,0,135.56
ejklmmnp-1,Cluster 4,0,34.82
aceacggp-1,Cluster 7,0,120.25
acddaimm-1,Cluster 15,0,167.39
ejjgmfnh-1,Cluster 10,0,66.83
ejjgopeb-1,Cluster 4,0,73.97
acehfcjf-1,Cluster 15,0,200.18
ejjhkefo-1,Cluster 4,0,61.86
acedibal-1,Cluster 15,0,196.79
acdnhhjn-1,Cluster 7,0,109.19
acdchmhn-1,Cluster 15,0,128.65
acdnfamo-1,Cluster 15,0,218.83
acehhaeo-1,Cluster 7,0,228.49
ejjiaiaf-1,Cluster 13,0,28.22
ejjpeoml-1,Cluster 7,0,57.30
acdnejfj-1,Cluster 7,0,201.31
ejjnimlg-1,Cluster 14,0,25.65
acdnjpac-1,Cluster 7,0,197.51
ejkndmik-1,Cluster 6,0,114.88
acegkdhi-1,Cluster 15,0,193.36
ejjkjhgp-1,Cluster 34,0,54.19
acebdnnm-1,Cluster 15,0,142.02
ejjnghcc-1,Cluster 25,0,27.55
acebddmb-1,Cluster 7,0,214.67
ejjogagh-1,Cluster 8,0,88.91
ejjfnbhe-1,Cluster 8,0,83.49
ejjehdkp-1,Cluster 8,0,53.60
ejjdbfaj-1,Cluster 8,0,65.84
ejjdlibk-1,Cluster 8,0,37.52
ejjnoofo-1,Cluster 34,0,86.70
ejjjofeb-1,Cluster 10,0,60.37
ejjeechj-1,Cluster 8,0,70.49
aceggmej-1,Cluster 15,0,187.26
acaklkkj-1,Cluster 7,0,150.55
eiimbebc-1,Cluster 5,0,34.09
eiihjmmf-1,Cluster 6,0,103.95
eiigcnnb-1,Cluster 4,0,76.00
acfpfodo-1,Cluster 7,0,118.31
acalemme-1,Cluster 15,0,186.13
eiimaeel-1,Cluster 14,0,9.75
eiimjmaf-1,Cluster 10,0,18.88
acalbfco-1,Cluster 7,0,81.51
eiinmejk-1,Cluster 5,0,29.44
acfnhjjn-1,Cluster 7,0,113.79
acakjipc-1,Cluster 7,0,178.28
eiioibke-1,Cluster 10,0,59.15
eiilnhnd-1,Cluster 10,0,39.42
eiifadmi-1,Cluster 6,0,137.18
acfninkf-1,Cluster 15,0,258.02
acajonhf-1,Cluster 15,0,206.86
acfmpjak-1,Cluster 15,0,214.18
eiiicnpe-1,Cluster 31,0,47.23
eiipghfl-1,Cluster 15,0,154.30
acakledp-1,Cluster 7,0,185.64
acfnlagd-1,Cluster 7,0,144.77
eiinbbfb-1,Cluster 13,0,48.05
eiiolmde-1,Cluster 7,0,66.29
eiifnmak-1,Cluster 6,0,104.45
aceebomb-1,Cluster 7,0,55.36
eiigijmb-1,Cluster 8,0,48.63
acdcegog-1,Cluster 7,0,82.09
eiiokjok-1,Cluster 5,0,56.99
eiinelma-1,Cluster 13,0,32.65
acefhjec-1,Cluster 7,0,55.18
acdelaeo-1,Cluster 7,0,130.77
eiiffbic-1,Cluster 6,0,73.33
eiifcnjc-1,Cluster 6,0,123.41
acdbgkdp-1,Cluster 15,0,224.38
aceedgpl-1,Cluster 7,0,126.80
ejjpincc-1,Cluster 8,0,63.81
abnlonld-1,Cluster 7,0,140.62
ejkldmjg-1,Cluster 6,0,79.88
abnmilme-1,Cluster 7,0,117.05
ejjpjepl-1,Cluster 14,0,90.27
abnopila-1,Cluster 15,0,259.83
ejkopkaj-1,Cluster 6,0,66.11
acebmfcj-1,Cluster 7,0,103.27
ejkocdea-1,Cluster 6,0,77.35
abnmgipa-1,Cluster 7,0,234.18
abnnpaof-1,Cluster 15,0,205.82
abnlpkga-1,Cluster 15,0,148.74
ejkajfmp-1,Cluster 8,0,94.38
ejkokoof-1,Cluster 6,0,85.75
ejkpdegn-1,Cluster 6,0,60.46
abnnhfgp-1,Cluster 15,0,225.24
ejkidcpi-1,Cluster 8,0,90.27
abnnhddg-1,Cluster 15,0,159.36
ejkagbhd-1,Cluster 8,0,91.44
ejkkgljc-1,Cluster 6,0,119.53
ejkenmek-1,Cluster 10,0,15.26
abnolfpc-1,Cluster 15,0,441.49
ejkadmic-1,Cluster 8,0,40.28
acedcocf-1,Cluster 15,0,212.19
acecnhpp-1,Cluster 15,0,221.18
ejkhnenc-1,Cluster 5,0,43.35
ejkjajmc-1,Cluster 7,0,148.65
ejkgpcjl-1,Cluster 4,0,43.40
abnmkfhm-1,Cluster 15,0,222.53
acecplop-1,Cluster 15,0,262.58
ejkobpmk-1,Cluster 6,0,96.09
ejkgkgkf-1,Cluster 23,0,65.07
ejkifaen-1,Cluster 14,0,25.20
ejkohmhn-1,Cluster 8,0,57.12
ejknimhb-1,Cluster 8,0,36.26
ejkflcfh-1,Cluster 36,0,32.74
ejkfkogj-1,Cluster 30,0,101.96
ejkfipmj-1,Cluster 30,0,47.41
abnodlhf-1,Cluster 7,0,51.75
ehmjfmic-1,Cluster 15,0,147.53
acdfdifl-1,Cluster 15,0,202.16
ehmklnoh-1,Cluster 10,0,34.36
acalgmbk-1,Cluster 7,0,177.10
acdeakmi-1,Cluster 15,0,157.46
acalkadc-1,Cluster 15,0,228.90
ehmenfhc-1,Cluster 6,0,91.35
ehmemdan-1,Cluster 5,0,53.78
acdflofk-1,Cluster 15,0,181.75
ehmfjjal-1,Cluster 6,0,78.17
ehmhdhho-1,Cluster 6,0,93.61
ehmegbfg-1,Cluster 6,0,121.43
ehnhbcoi-1,Cluster 4,0,61.91
abmnlhca-1,Cluster 7,0,263.44
ehnhdpme-1,Cluster 22,0,159.72
ehmgaikl-1,Cluster 6,0,65.43
ehmdmlpo-1,Cluster 23,0,68.05
ehmehbpk-1,Cluster 6,0,67.96
ehmjnbmg-1,Cluster 9,0,59.65
acddejoc-1,Cluster 15,0,215.62
ehmiimcg-1,Cluster 15,0,244.93
ehmejlff-1,Cluster 6,0,67.92
ehmgldea-1,Cluster 8,0,78.12
ehmbfokg-1,Cluster 6,0,88.60
abmnlkgg-1,Cluster 15,0,263.80
ehmbgcfi-1,Cluster 8,0,54.46
ejkdajbf-1,Cluster 6,0,62.18
abnmhgmo-1,Cluster 15,0,272.20
ehmccehe-1,Cluster 6,0,70.53
ehmggbha-1,Cluster 10,0,28.49
ehmholic-1,Cluster 5,0,43.21
ehmhnpja-1,Cluster 4,0,66.02
ehmdfadl-1,Cluster 8,0,61.10
ejkkieml-1,Cluster 7,0,141.16
ejklmacn-1,Cluster 7,0,133.08
ejkcepgh-1,Cluster 6,0,68.64
ejkbpmnf-1,Cluster 15,0,199.64
ehklclii-1,Cluster 19,0,49.58
eiicnnmn-1,Cluster 2,0,108.38
acagmoal-1,Cluster 15,0,170.56
eihmjlhk-1,Cluster 7,0,172.99
eiidnfed-1,Cluster 2,0,154.71
eiidgega-1,Cluster 10,0,22.17
acgggkmp-1,Cluster 2,0,197.97
acamphid-1,Cluster 7,0,138.13
acgapfbb-1,Cluster 7,0,129.01
acaofhce-1,Cluster 7,0,156.78
acgcfaaa-1,Cluster 2,0,129.06
acgaplng-1,Cluster 7,0,158.77
acgbjfpi-1,Cluster 17,0,82.00
acfolgai-1,Cluster 15,0,194.94
acaijpcb-1,Cluster 15,0,169.43
acaopalf-1,Cluster 7,0,172.72
acamioln-1,Cluster 7,0,109.68
eiibkmdb-1,Cluster 15,0,197.74
eihoabll-1,Cluster 14,0,26.96
acdbgkan-1,Cluster 15,0,203.07
eihoaecj-1,Cluster 4,0,50.12
acamnbok-1,Cluster 15,0,170.28
eiibbkki-1,Cluster 5,0,27.46
eiiejfkm-1,Cluster 10,0,21.81
acgamndm-1,Cluster 7,0,203.61
eiiaaemg-1,Cluster 10,0,25.78
ehkpfcgh-1,Cluster 7,0,81.51
acaogdea-1,Cluster 7,0,229.44
acahpfdg-1,Cluster 7,0,92.25
eiicfgfl-1,Cluster 7,0,70.67
acamgfcj-1,Cluster 7,0,126.44
eihnljac-1,Cluster 7,0,30.62
acahpjcl-1,Cluster 15,0,145.45
acainobp-1,Cluster 7,0,155.92
eihnjjmn-1,Cluster 22,0,51.75
ehkmnpdc-1,Cluster 22,0,53.78
eiiaalgi-1,Cluster 13,0,12.96
acgamajj-1,Cluster 7,0,103.00
acgbhija-1,Cluster 7,0,177.78
eijhkbap-1,Cluster 13,0,60.69
eijkjfhn-1,Cluster 22,0,134.93
eijjfidc-1,Cluster 2,0,144.59
eijhjlol-1,Cluster 17,0,92.25
eijhfchb-1,Cluster 2,0,111.63
eijkhmaa-1,Cluster 22,0,89.41
eijkffjm-1,Cluster 19,0,90.54
acgfalop-1,Cluster 17,0,119.17
eiipphcf-1,Cluster 19,0,30.62
eijgnkpb-1,Cluster 17,0,126.26
acahdjdf-1,Cluster 2,0,172.00
eijjmkai-1,Cluster 12,0,98.40
acggmkkb-1,Cluster 2,0,140.26
eijjkelp-1,Cluster 5,0,76.18
eijhnagf-1,Cluster 5,0,77.76
acagceec-1,Cluster 17,0,65.75
acghplin-1,Cluster 2,0,70.62
acggpnkd-1,Cluster 3,0,101.56
acghdpml-1,Cluster 3,0,80.83
eijehgim-1,Cluster 2,0,134.48
eijgmmng-1,Cluster 25,0,11.61
eijfneed-1,Cluster 2,0,252.24
acgibdpm-1,Cluster 3,0,97.81
eijeecoh-1,Cluster 2,0,195.93
eijdfokl-1,Cluster 2,0,100.79
ehleccbp-1,Cluster 2,0,128.70
eijemjhc-1,Cluster 19,0,37.71
eijlggfj-1,Cluster 17,0,80.29
eijdlnli-1,Cluster 17,0,77.44
eihmaign-1,Cluster 22,0,125.40
eiicooee-1,Cluster 2,0,179.09
eihmfbgm-1,Cluster 22,0,34.50
eiicmmii-1,Cluster 5,0,72.39
acggncdn-1,Cluster 2,0,150.60
acagnfdp-1,Cluster 7,0,213.72
ehlagbla-1,Cluster 15,0,134.84
eiicifka-1,Cluster 7,0,177.69
ehlkmcmk-1,Cluster 25,0,27.23
ehllcbhp-1,Cluster 7,0,149.69
abnkdcld-1,Cluster 15,0,313.52
ehlnidfa-1,Cluster 25,0,20.55
acafejmn-1,Cluster 15,0,244.70
ehlkopgm-1,Cluster 7,0,69.04
ehllmkaj-1,Cluster 8,0,121.79
ehllfnin-1,Cluster 8,0,83.58
ehmlmpbp-1,Cluster 6,0,106.88
ehmnmjib-1,Cluster 23,0,133.03
ehllbajc-1,Cluster 7,0,197.56
ehkpnldp-1,Cluster 5,0,71.93
acaniojg-1,Cluster 7,0,146.22
acalmegd-1,Cluster 15,0,157.10
acaodpdh-1,Cluster 15,0,193.27
acamedkn-1,Cluster 15,0,128.06
acamcppm-1,Cluster 15,0,247.00
acalhiop-1,Cluster 15,0,163.19
ehmokncd-1,Cluster 8,0,97.18
ehmlmhob-1,Cluster 8,0,79.34
ehloppcd-1,Cluster 4,0,144.59
ehmmfnmc-1,Cluster 5,0,71.17
ehlmfmff-1,Cluster 8,0,63.94
ehmbdnje-1,Cluster 36,0,22.71
ehmkpepg-1,Cluster 7,0,109.10
ehmllcnk-1,Cluster 15,0,111.99
ehnlccem-1,Cluster 6,0,125.26
ehmmnogh-1,Cluster 23,0,70.67
ehnhmpel-1,Cluster 8,0,86.47
ehmodpnb-1,Cluster 25,0,74.10
ehmmcghb-1,Cluster 13,0,37.84
ehmmfgbk-1,Cluster 13,0,71.75
acaodjko-1,Cluster 15,0,174.48
ehnhljgc-1,Cluster 8,0,73.70
ehnmapfb-1,Cluster 23,0,74.33
ehkoabnk-1,Cluster 2,0,256.44
ehknbjan-1,Cluster 7,0,121.20
ehmbbbeo-1,Cluster 30,0,69.68
ehlfejhl-1,Cluster 2,0,245.42
ehkldanp-1,Cluster 19,0,35.58
ehkkbonk-1,Cluster 2,0,112.12
ehkmngik-1,Cluster 19,0,27.77
acaedoac-1,Cluster 17,0,97.22
ehocefnm-1,Cluster 11,0,111.99
ehkmkdbi-1,Cluster 10,0,34.50
achkhnfa-1,Cluster 2,0,93.16
ehobgbpc-1,Cluster 1,0,147.89
ehlhckml-1,Cluster 22,0,33.55
acadhnae-1,Cluster 2,0,85.21
ehkelnih-1,Cluster 17,0,62.81
ehkhajng-1,Cluster 13,0,25.56
ehlfceij-1,Cluster 4,0,44.03
acaddmob-1,Cluster 17,0,74.78
ehlanlap-1,Cluster 2,0,150.87
ehlcjgdk-1,Cluster 2,0,162.83
ehkfnhbm-1,Cluster 2,0,218.60
ehkfljbi-1,Cluster 8,0,83.22
abnkngki-1,Cluster 7,0,220.45
ehkghhgd-1,Cluster 6,0,97.45
ehkicphp-1,Cluster 2,0,162.92
ehkhfdbg-1,Cluster 2,0,402.21
ehkjendk-1,Cluster 8,0,53.01
ehkihjae-1,Cluster 8,0,74.78
acagabnh-1,Cluster 7,0,157.14
ehlkaakb-1,Cluster 2,0,187.67
ehkhlbcn-1,Cluster 8,0,32.11
ehlkigbj-1,Cluster 8,0,93.20
acaepnme-1,Cluster 2,0,106.61
ehkijiae-1,Cluster 8,0,55.77
ehldboee-1,Cluster 7,0,170.01
ehloaddb-1,Cluster 8,0,101.60
ehlkkece-1,Cluster 7,0,90.76
ehloehbg-1,Cluster 8,0,91.13
ehloadlc-1,Cluster 8,0,59.74
abnafjga-1,Cluster 7,0,219.50
abopilmh-1,Cluster 15,0,184.37
ejlejife-1,Cluster 30,0,71.12
ejlioike-1,Cluster 6,0,83.31
ejlkddle-1,Cluster 36,0,94.06
ejldlbal-1,Cluster 26,0,76.13
ejmcjjpk-1,Cluster 10,0,31.93
ejmcecmc-1,Cluster 25,0,13.77
ejlinjak-1,Cluster 8,0,27.32
ejlfpbjh-1,Cluster 28,0,82.05
ejlhgcon-1,Cluster 24,0,52.11
ejlfdpeb-1,Cluster 4,0,54.55
abpdlchi-1,Cluster 7,0,249.89
ejggoado-1,Cluster 10,0,13.14
ejmbkieo-1,Cluster 6,0,90.67
abpgieel-1,Cluster 7,0,149.38
ejmbfhmn-1,Cluster 6,0,68.73
ejlebobl-1,Cluster 5,0,33.10
ejlgagei-1,Cluster 13,0,44.66
ejlejngo-1,Cluster 8,0,91.62
ejlgdnao-1,Cluster 26,0,49.13
ejleiepe-1,Cluster 23,0,69.22
